"longitude","latitude","   Population (2007)= ","   Households (2005)= ","   Town name= ","     Province= ","     No. of Barangays= ","   Year Town Created=","   Contact Nos=","Elevation: ","Photo: ","      Risk Data="
123.86696,9.65391," 92297"," 15585","TAGBILARAN CITY","BOHOL","",""," "," "," ","1 govt hospital,1 govt municipal health center,7 private hospitals"
124.32652,10.15069," 59274"," 9712","TALIBON","BOHOL","",""," "," "," ","1 govt rural health unit"
124.34302,10.07979," 27580"," 4707","TRINIDAD","BOHOL","",""," "," "," ","1 govt rural health unit"
123.96209,9.9516," 44434"," 7714","TUBIGON","BOHOL","",""," "," "," ","1 govt community hospital,1 govt provincial hospital,1 govt rural health unit,1 private clinic"
124.4754,10.05411," 65900"," 11511","UBAY","BOHOL","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 private community hospital"
124.20666,9.60944," 28043"," 4392","VALENCIA","BOHOL","",""," "," "," ","1 govt rural health unit,2 private hospitals"
124.679,8.328," 29757"," 5141","BAUNGON","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.325,8.142," 32305"," 5994","CABANGLASAN","BUKIDNON","",""," "," "," ","1 govt rural health unit"
124.984,7.551," 21183"," 4073","DAMULOG","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.012,7.559," 21254"," 3555","DANGCAGAN","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.007,7.684," 60870"," 10713","DON CARLOS","BUKIDNON","",""," "," "," ","1 govt rural health unit,1 private hospital and 2 private clinics"
124.992,8.325," 39315"," 5718","IMPASUG-ONG","BUKIDNON","",""," "," "," ","1 govt rural health unit"
124.92,7.594," 30135"," 5050","KADINGILAN","BUKIDNON","",""," "," "," ","1 govt rural health unit"
124.755,7.739," 36557"," 5873","KALILANGAN","BUKIDNON","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 private hospital"
124.993,7.56," 35213"," 6413","KIBAWE","BUKIDNON","",""," "," "," ","1 govt district hospital and 1 govt municipal hospital,1 govt rural health unit"
125.012,7.656," 42212"," 5194","KITAOTAO","BUKIDNON","",""," "," "," ","1 govt rural health unit,1 private clinic"
124.993,8.03," 51406"," 7880","LANTAPAN","BUKIDNON","",""," "," "," ","1 govt rural health unit"
124.745,8.34," 35670"," 6389","LIBONA","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.082,8.153," 144065"," 23522","MALAYBALAY CITY","BUKIDNON","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit,3 private hospitals"
124.876,8.543," 21948"," 3608","MALITBOG","BUKIDNON","",""," "," "," ","1 govt rural health unit"
124.865,8.376," 82051"," 13950","MANOLO FORTICH","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.014,7.759," 85647"," 14267","MARAMAG","BUKIDNON","",""," "," "," ","1 govt hospital,1 private clinic and 1 private hospital"
124.81,7.842," 46689"," 8168","PANGANTUCAN","BUKIDNON","",""," "," "," ","1 govt rural health unit"
125.101,7.736," 91119"," 15882","QUEZON","BUKIDNON","",""," "," "," ","1 govt rural health unit,5 private hospitals"
125.232,7.862," 44595"," 8112","SAN FERNANDO","BUKIDNON","",""," "," "," ","1 govt hospital,1 govt rural health unit"
124.947,8.298," 21720"," 3268","SUMILAO","BUKIDNON","",""," "," "," ","1 govt rural health unit,1 private hospital"
125.099,7.913," 162745"," 28425","VALENCIA CITY","BUKIDNON","",""," "," "," ","1 govt rural health unit,5 private hospitals and 2 private clinics"
121.028,14.93," 53117"," 9483","ANGAT","BULACAN","16",""," "," "," ","1 govt rural health unit"
120.898,14.955," 136982"," 25050","BALIUAG","BULACAN","27",""," "," "," ","1 govt district hospital,3 govt rural health units"
120.905,14.82," 62684"," 11834","BIGAA (BALAGTAS)","BULACAN","9",""," "," "," ","1 govt rural health unit"
120.922,14.795," 105817"," 18237","BOCAUE","BULACAN","19",""," "," "," ","4 private hospitals,2 govt rural health units"
120.875,14.797," 72289"," 13577","BULACAN","BULACAN","14",""," "," "," ","1 govt district hospital,2 govt rural health units,1 private hospital"
120.908,14.955," 60681"," 9799","BUSTOS","BULACAN","14",""," "," "," ","1 govt municipal health center,2 private hospitals"
120.767,14.918," 98017"," 16167","CALUMPIT","BULACAN","29",""," "," "," ","1 govt hospital,2 govt municipal health centers"
121.09956,14.96627," 19068"," 2808","DOÑA REMEDIOS TRINIDAD","BULACAN","8",""," "," "," ","1 govt rural health unit"
120.877,14.83," 89225"," 14513","GUIGUINTO","BULACAN","14",""," "," "," ","2 govt municipal health centers,3 private hospitals"
120.78683,14.83833," 126329"," 22174","HAGONOY","BULACAN","26",""," "," "," ","1 govt hospital,4 govt municipal health centers,1 private hospital"
120.81,14.848," 223069"," 36663","MALOLOS","BULACAN","51",""," "," "," ","1 govt provincial hospital,4 govt rural health units,11 private hospitals and 1 private clinic"
120.948,14.755," 160452"," 22363","MARILAO","BULACAN","16",""," "," "," ","1 govt municipal health center,1 private hospital"
120.958,14.735," 196569"," 34882","MEYCAUAYAN","BULACAN","26",""," "," "," ","3 govt municipal health centers,5 private hospitals and 1 private clinic"
121.048,14.902," 105470"," 15912","NORZAGARAY","BULACAN","13",""," "," "," ","2 govt municipal health centers,3 private hospitals"
120.937,14.71," 56258"," 11229","OBANDO","BULACAN","11",""," "," "," ","1 govt municipal health center,1 private hospital"
120.958,14.867," 60637"," 9817","PANDI","BULACAN","22",""," "," "," ","1 govt municipal health center,1 private hospital"
120.785,14.838," 453510"," 8266","PAOMBONG","BULACAN","14",""," "," "," ","2 govt municipal health centers"
120.858,14.885," 99817"," 16596","PLARIDEL","BULACAN","19",""," "," "," ","2 govt municipal health centers,6 private hospitals"
120.847,14.903," 85008"," 13948","PULILAN","BULACAN","19",""," "," "," ","2 govt municipal health centers,3 private hospitals"
120.938,15.08," 93438"," 15753","SAN ILDEFONSO","BULACAN","36",""," "," "," ","3 govt municipal health centers"
121.047,14.812," 439090"," 66179","SAN JOSE DEL MONTE","BULACAN","59",""," "," "," ","1 district hospital,5 govt municipal health centers,1 private hospital"
120.97439,15.140531," 138839"," 24111","SAN MIGUEL","BULACAN","49",""," "," "," ","1 govt district hospital,4 govt municipal health centers,1 private hospital"
120.958,14.958," 85284"," 14639","SAN RAFAEL","BULACAN","34",""," "," "," ","1 govt community hospital,2 govt rural health units"
120.962,14.823," 205258"," 29886","SANTA MARIA","BULACAN","24",""," "," "," ","1 govt hospital,3 govt municipal health centers,6 private hospitals"
121.45,18.45," 28769"," 5297","ABULUG","CAGAYAN","20",""," "," "," ","1 govt rural health unit"
121.65,17.905," 35694"," 7025","ALCALA","CAGAYAN","25",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
121.553,18.229," 29821"," 5260","ALLACAPAN","CAGAYAN","27",""," "," "," ","1 govt rural health unit"
121.723,17.838," 44367"," 7874","AMULUNG","CAGAYAN","47",""," "," "," ","1 govt rural health unit"
121.637,18.358," 61024"," 11019","APARRI","CAGAYAN","42",""," "," "," ","1 govt provincial and 1 community hospital,2 govt rural health units,3 private hospitals"
121.773,17.933," 73048"," 13039","BAGGAO","CAGAYAN","48",""," "," "," ","1 govt community and 1 municipal hospital,1 govt rural health unit"
121.515,18.412," 31044"," 5570","BALLESTEROS","CAGAYAN","19",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital"
121.8368,18.28933," 28129"," 5113","BUGUEY","CAGAYAN","30",""," "," "," ","1 govt rural health unit,28 govt elem schools,3 govt high schools"
121.4637,19.28106," 16233"," 2654","CALAYAN","CAGAYAN","12",""," "," "," ","1 govt rural health unit"
121.673,18.278," 22489"," 4106","CAMALANIUGAN","CAGAYAN","28",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.08074,18.60769," 30275"," 5767","CLAVERIA","CAGAYAN","41",""," "," "," ","1 govt rural health unit,1 private hospital"
121.697,17.562," 29791"," 5223","ENRILE","CAGAYAN","22",""," "," "," ","1 govt rural health unit"
121.572,17.887," 25688"," 4387","FAIRE (SANTO NINO)","CAGAYAN","31",""," "," "," ","1 govt rural health unit"
121.633,18.06," 50269"," 9376","GATTARAN","CAGAYAN","50",""," "," "," ","2 govt hospitals,1 govt rural health unit"
121.9917,18.26334," 35424"," 6039","GONZAGA","CAGAYAN","25",""," "," "," ","1 govt hospital,1 govt rural health unit,2 private hospitals,23 govt elem schools,4 govt high schools"
121.733,17.75," 26096"," 4159","IGUIG","CAGAYAN","23",""," "," "," ","1 govt rural health unit"
121.658,18.203," 39607"," 7443","LAL-LO","CAGAYAN","35",""," "," "," ","1 govt rural health unit,2 private hospitals"
121.591,18.069," 36646"," 6634","LASAM","CAGAYAN","30",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.33839,18.46671," 21889"," 3787","PAMPLONA","CAGAYAN","18",""," "," "," ","1 govt rural health unit"
121.808,17.692," 40336"," 6690","PENABLANCA","CAGAYAN","24",""," "," "," ","1 govt rural health unit"
121.477,17.793," 22211"," 3975","PIAT","CAGAYAN","18",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.347,17.847," 16791"," 2904","RIZAL","CAGAYAN","29",""," "," "," ","1 govt rural health unit"
121.233,18.56159," 23044"," 4139","SANCHEZ-MIRA","CAGAYAN","18",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private clinic"
122.137,18.45," 25833"," 4101","SANTA ANA","CAGAYAN","16",""," "," "," ","1 govt rural health unit,1 private hospital"
121.9097,18.25175," 16578"," 2776","SANTA TERESITA","CAGAYAN","13",""," "," "," ","1 govt rural health unit,12 govt elem schools,1 govt high school"
121.688,17.65," 71475"," 12945","SOLANA","CAGAYAN","38",""," "," "," ","1 govt rural health unit"
121.433,17.733," 57154"," 10390","TUAO","CAGAYAN","32",""," "," "," ","1 govt district hospital,2 govt rural health units"
121.728,17.613," 129539"," 22311","TUGUEGARAO CITY","CAGAYAN","49",""," "," "," ","2 govt hospitals,1 govt rural health unit,2 private clinics and 1 private hospital"
122.963,14.063," 36763"," 6508","BASUD","CAMARINES NORTE","29",""," "," "," ","1 govt rural health unit"
122.503,14.32497," 29683"," 5031","CAPALONGA","CAMARINES NORTE","22",""," "," "," ","1 govt community hospital,1 govt rural health unit"
122.958,14.116," 94184"," 16267","DAET","CAMARINES NORTE","25",""," "," "," ","1 govt provincial hospital,3 govt rural health units"
122.83,14.155," 88087"," 15786","LABO","CAMARINES NORTE","52",""," "," "," ","1 govt district hospital,3 govt rural health units"
122.787,14.282," 46856"," 8431","PARACALE","CAMARINES NORTE","27",""," "," "," ","1 govt rural health unit"
122.872,14.108," 9615"," 1765","SAN VICENTE","CAMARINES NORTE","9",""," "," "," ","1 govt rural health unit"
122.922,14.138," 22942"," 4270","TALISAY","CAMARINES NORTE","15",""," "," "," ","1 govt rural health unit"
123.36,13.452," 52466"," 8496","BAAO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.208,13.352," 25982"," 4141","BACATAN (BALATAN)","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.36,13.352," 44437"," 7737","BATO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.199,13.691," 14083"," 2335","BOMBON","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.502,13.422," 70756"," 13238","BUHI","CAMARINES SUR","",""," "," "," ","2 govt rural health units"
123.27,13.468," 62024"," 10088","BULA","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.115,13.725," 17599"," 2999","CABUSAO","CAMARINES SUR","",""," "," "," ","1 govt sanitarium,1 govt rural health unit"
123.2,13.705," 73333"," 12444","CALABANGA","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.163,13.625," 20758"," 3432","CAMALIGAN","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.163,13.645," 31583"," 5215","CANAMAN","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.93741,13.75547," 40810"," 7660","CARAMOAN","CAMARINES SUR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
122.595,13.932," 21272"," 3730","DEL GALLEGO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.138,13.62," 9404"," 1529","GAINZA","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.701,13.891," 24825"," 3873","GARCHITORENA","CAMARINES SUR","",""," "," "," ","1 govt community hospital,1 govt rural health unit,1 gov municipal center"
123.491,13.7," 54035"," 9139","GOA","CAMARINES SUR","",""," "," "," ","2 govt rural health units"
123.408,13.413," 97983"," 17061","IRIGA CITY","CAMARINES SUR","",""," "," "," ","1 govt municipal hospital"
123.512,13.732," 46093"," 8135","LAGONOY","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.062,13.697," 92839"," 16889","LIBMANAN","CAMARINES SUR","",""," "," "," ","1 govt district hospital,2 govt rural health units"
122.912,13.795," 27630"," 4858","LUPI","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.177,13.657," 22515"," 3910","MAGARAO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.177,13.602," 26452"," 4013","MILAOR","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.182,13.572," 43957"," 7566","MINALABAC","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.37189,13.40788," 75422"," 12724","NABUA","CAMARINES SUR","",""," "," "," ","2 govt rural health units"
123.183,13.625," 160516"," 26317","NAGA CITY","CAMARINES SUR","",""," "," "," ","2 govt hospitals,1 govt municipal health center"
123.376,13.561," 39759"," 6615","OCAMPO","CAMARINES SUR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.088,13.597," 31859"," 5421","PAMPLONA","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.048,13.515," 41533"," 6828","PASACAO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.27,13.555," 76496"," 12389","PILI","CAMARINES SUR","",""," "," "," ","2 govt rural health units"
123.745,13.712," 120266"," 3095","PRESENTACION (PARUBCAN)","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
122.79,13.82," 52021"," 9147","RAGAY","CAMARINES SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.522,13.607," 29082"," 4899","SAGÑAY","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.147,13.568," 30697"," 5046","SAN FERNANDO","CAMARINES SUR","",""," "," "," ","1 govt rural health unit"
123.512,13.698," 35768"," 6043","SAN JOSE","CAMARINES SUR","",""," "," "," ","1 govt community hospital,1 govt municipal health center"
122.973,13.77," 57861"," 10761","SIPOCOT","CAMARINES SUR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
123.247,14," 17035"," 2950","SIRUMA","CAMARINES SUR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.495,13.638," 45509"," 7413","TIGAON","CAMARINES SUR","",""," "," "," ","1 govt rural health unit,1 govt municipal health center"
123.322,13.818," 59125"," 10036","TINAMBAC","CAMARINES SUR","",""," "," "," ","1 govt community hospital,2 govt rural health units"
124.675,9.133," 16060"," 3236","CATARMAN","CAMIGUIN","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
124.78493,9.10458," 5559"," 147","GUINSILIBAN","CAMIGUIN","",""," "," "," ","1 govt municipal health center"
124.783,9.15," 13168"," 428","MAHINOG","CAMIGUIN","",""," "," "," ","1 govt municipal health center"
124.7125,9.25," 35308"," 155","MAMBAJAO","CAMIGUIN","",""," "," "," ","1 govt hospital,1 govt municipal health center"
124.735,9.105," 11198"," 209","SAGAY","CAMIGUIN","",""," "," "," ","1 govt community hospital,1 govt municipal health center"
122.67,11.343," 25306"," 4681","CUARTERO","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.683,11.395," 31420"," 5921","DAO","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.623,11.305," 29221"," 5375","DUMALAG","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.685,11.265," 42603"," 7993","DUMARAO","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.692,11.522," 25882"," 4683","IVISAN","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.502,11.415," 34831"," 6850","JAMINDAN","CAPIZ","",""," "," "," ","1 govt hospital,1 govt rural health unit"
122.775,11.39," 35448"," 6395","MA-AYON","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.595,11.433," 37498"," 7421","MAMBUSAO","CAPIZ","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.792,11.558," 42357"," 7660","PANAY","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.768,11.467," 38666"," 7073","PANITAN","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.995,11.488," 40912"," 7747","PILAR","CAPIZ","",""," "," "," ","1 govt community hospital,2 govt rural health units"
122.831,11.484," 42003"," 7673","PONTEVEDRA","CAPIZ","",""," "," "," ","1 govt district hospital,2 govt rural health units"
122.917,11.436," 28459"," 5119","PRESIDENT ROXAS","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.595,11.499," 23552"," 4557","SAPI-AN","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.663,11.422," 28709"," 5541","SIGMA","CAPIZ","",""," "," "," ","1 govt rural health unit"
122.535,11.263," 47059"," 8739","TAPAZ","CAPIZ","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
124.368,13.66," 11787"," 2190","BARAS","CATANDUANES","",""," "," "," ","1 govt rural health unit"
124.297,13.605," 18738"," 3497","BATO","CATANDUANES","",""," "," "," ","1 govt maternity and children's hospital,1 govt rural health unit"
124.097,13.598," 33781"," 6059","CALOLBON (SAN ANDRES)","CATANDUANES","",""," "," "," ","1 govt hospital,1 govt rural health unit"
124.16784,14.04778," 19005"," 3181","PANDAN","CATANDUANES","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
